Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Cost,Profit Margin
Foot Locker,1185732,2021-06-28,Midwest,Nebraska,Omaha,Women's Street Footwear,34.0,63,214.0,96.0,Online,118.0,44.85981308411215
Foot Locker,1185732,2021-07-27,Midwest,Nebraska,Omaha,Men's Athletic Footwear,36.0,63,227.0,113.0,Online,114.0,49.77973568281938
Amazon,1185732,2021-10-14,South,Alabama,Birmingham,Women's Street Footwear,28.0,63,176.0,92.0,Online,84.0,52.27272727272727
Amazon,1185732,2021-10-23,Northeast,Maine,Portland,Women's Apparel,37.0,63,233.0,119.0,Online,114.0,51.072961373390555
Amazon,1185732,2021-11-04,Northeast,Maine,Portland,Women's Apparel,39.0,63,246.0,125.0,Online,121.0,50.81300813008131
Amazon,1185732,2021-11-19,Northeast,Maine,Portland,Women's Street Footwear,43.0,63,271.0,149.0,Online,122.0,54.981549815498155
Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Women's Apparel,67.0,63,422.0,228.0,Online,194.0,54.02843601895735
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Athletic Footwear,51.0,63,321.0,122.0,Online,199.0,38.006230529595015
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Athletic Footwear,41.0,63,258.0,129.0,Online,129.0,50.0
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Athletic Footwear,41.0,63,258.0,132.0,Online,126.0,51.162790697674424
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Apparel,42.0,63,265.0,119.0,Online,146.0,44.905660377358494
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Athletic Footwear,38.0,63,239.0,115.0,Online,124.0,48.11715481171548
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,41.0,63,258.0,116.0,Online,142.0,44.96124031007752
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,36.0,63,227.0,118.0,Online,109.0,51.98237885462555
Amazon,1185732,2021-02-22,Midwest,Ohio,Columbus,Women's Street Footwear,29.0,63,183.0,97.0,Online,86.0,53.00546448087432
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,37.0,63,233.0,126.0,Online,107.0,54.077253218884124
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,63,126.0,67.0,Online,59.0,53.17460317460318
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,14.0,63,88.0,45.0,Online,43.0,51.13636363636363
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,41.0,63,258.0,106.0,Online,152.0,41.08527131782946
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Apparel,28.0,63,176.0,92.0,Online,84.0,52.27272727272727
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Women's Street Footwear,37.0,63,233.0,96.0,Online,137.0,41.201716738197426
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Women's Apparel,44.0,63,277.0,152.0,Online,125.0,54.87364620938629
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Apparel,46.0,63,290.0,151.0,Online,139.0,52.06896551724138
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,37.0,63,233.0,107.0,Online,126.0,45.92274678111588
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Apparel,18.0,63,113.0,61.0,Online,52.0,53.98230088495575
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Street Footwear,24.0,63,151.0,70.0,Online,81.0,46.35761589403973
West Gear,1185732,2021-02-22,Northeast,Maryland,Baltimore,Women's Apparel,34.0,63,214.0,92.0,Online,122.0,42.99065420560748
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Women's Apparel,52.0,63,328.0,134.0,Online,194.0,40.853658536585364
Sports Direct,1185732,2021-09-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,44.0,63,277.0,125.0,Online,152.0,45.12635379061371
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Women's Apparel,62.0,63,391.0,168.0,Online,223.0,42.96675191815857
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41.0,63,258.0,129.0,Online,129.0,50.0
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Men's Apparel,50.0,63,315.0,142.0,Online,173.0,45.07936507936508
Kohl's,1185732,2021-02-08,Northeast,Delaware,Wilmington,Women's Street Footwear,24.0,63,151.0,77.0,Online,74.0,50.993377483443716
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,36.0,63,227.0,122.0,Online,105.0,53.74449339207048
Kohl's,1185732,2021-10-08,Northeast,New Jersey,Newark,Men's Athletic Footwear,48.0,63,302.0,151.0,Online,151.0,50.0
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,44.0,63,277.0,114.0,Online,163.0,41.15523465703971
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Athletic Footwear,34.0,63,214.0,96.0,Online,118.0,44.85981308411215
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Street Footwear,24.0,63,151.0,83.0,Online,68.0,54.966887417218544
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Apparel,33.0,63,208.0,112.0,Online,96.0,53.84615384615385
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Men's Apparel,47.0,63,296.0,118.0,Online,178.0,39.86486486486486
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,46.0,63,290.0,130.0,Online,160.0,44.827586206896555
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,49.0,63,309.0,123.0,Online,186.0,39.80582524271845
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Women's Apparel,57.0,63,359.0,162.0,Online,197.0,45.12534818941504
Amazon,1185732,2021-02-12,Northeast,Vermont,Burlington,Men's Apparel,54.0,63,340.0,170.0,Online,170.0,50.0
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Men's Apparel,64.0,63,403.0,173.0,Online,230.0,42.92803970223325
Foot Locker,1185732,2021-12-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.0,62,267.0,123.0,Outlet,144.0,46.06741573033708
West Gear,1128299,2020-01-24,West,Nevada,Las Vegas,Men's Apparel,47.0,62,291.0,178.0,Outlet,113.0,61.16838487972509
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Men's Apparel,44.0,62,273.0,65.0,Outlet,208.0,23.809523809523807
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Athletic Footwear,38.0,62,236.0,99.0,Outlet,137.0,41.94915254237288
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Apparel,39.0,62,242.0,80.0,Outlet,162.0,33.057851239669425
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Men's Apparel,34.0,62,211.0,67.0,Outlet,144.0,31.753554502369667
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15.0,62,93.0,39.0,Outlet,54.0,41.935483870967744
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Men's Apparel,43.0,62,267.0,88.0,Outlet,179.0,32.958801498127336
Foot Locker,1185732,2021-06-08,Midwest,Illinois,Chicago,Women's Street Footwear,32.0,61,195.0,90.0,Online,105.0,46.15384615384615
Foot Locker,1185732,2021-10-27,Northeast,Pennsylvania,Philadelphia,Women's Apparel,43.0,61,262.0,115.0,Online,147.0,43.89312977099237
Foot Locker,1185732,2021-12-05,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,54.0,61,329.0,181.0,Online,148.0,55.01519756838906
Foot Locker,1185732,2021-12-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,55.0,61,336.0,134.0,Online,202.0,39.88095238095239
Foot Locker,1185732,2020-12-21,Midwest,Minnesota,Minneapolis,Women's Apparel,59.0,61,360.0,216.0,Online,144.0,60.0
Kohl's,1189833,2021-01-25,Midwest,Montana,Billings,Men's Apparel,41.0,61,250.0,185.0,Online,65.0,74.0
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Men's Athletic Footwear,50.0,61,305.0,153.0,Online,152.0,50.1639344262295
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Street Footwear,44.0,61,268.0,107.0,Online,161.0,39.92537313432835
Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Men's Apparel,24.0,61,146.0,72.0,Online,74.0,49.31506849315068
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,48.0,61,293.0,155.0,Online,138.0,52.901023890784984
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,37.0,61,226.0,95.0,Online,131.0,42.0353982300885
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Women's Street Footwear,39.0,61,238.0,102.0,Online,136.0,42.857142857142854
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Apparel,36.0,61,220.0,110.0,Online,110.0,50.0
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,49.0,61,299.0,129.0,Online,170.0,43.1438127090301
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,49.0,61,299.0,164.0,Online,135.0,54.84949832775919
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,38.0,61,232.0,100.0,Online,132.0,43.103448275862064
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23.0,61,140.0,77.0,Online,63.0,55.00000000000001
West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Men's Apparel,32.0,61,195.0,102.0,Online,93.0,52.307692307692314
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Men's Athletic Footwear,37.0,61,226.0,104.0,Online,122.0,46.017699115044245
Foot Locker,1185732,2021-04-14,Northeast,Delaware,Wilmington,Men's Athletic Footwear,38.0,61,232.0,109.0,Online,123.0,46.98275862068966
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Women's Street Footwear,43.0,61,262.0,134.0,Online,128.0,51.14503816793893
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Women's Apparel,32.0,61,195.0,98.0,Online,97.0,50.256410256410255
Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Men's Athletic Footwear,44.0,61,268.0,161.0,Online,107.0,60.07462686567165
Foot Locker,1185732,2021-11-08,Northeast,Pennsylvania,Philadelphia,Women's Apparel,38.0,61,232.0,72.0,Outlet,160.0,31.03448275862069
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Apparel,26.0,61,159.0,67.0,Outlet,92.0,42.138364779874216
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Street Footwear,36.0,61,220.0,81.0,Outlet,139.0,36.81818181818181
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Apparel,43.0,61,262.0,87.0,Outlet,175.0,33.20610687022901
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,31.0,61,189.0,64.0,Outlet,125.0,33.86243386243386
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,46.0,61,281.0,104.0,Outlet,177.0,37.01067615658363
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Apparel,40.0,61,244.0,81.0,Outlet,163.0,33.19672131147541
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,44.0,61,268.0,86.0,Outlet,182.0,32.08955223880597
Foot Locker,1185732,2021-06-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.0,60,276.0,132.0,Online,144.0,47.82608695652174
Foot Locker,1185732,2021-07-20,Midwest,Illinois,Chicago,Women's Street Footwear,36.0,60,216.0,102.0,Online,114.0,47.22222222222222
Foot Locker,1185732,2021-12-01,Northeast,Pennsylvania,Philadelphia,Men's Apparel,64.0,60,384.0,184.0,Online,200.0,47.91666666666667
Foot Locker,1185732,2021-12-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55.0,60,330.0,155.0,Online,175.0,46.96969696969697
West Gear,1128299,2020-01-30,West,Nevada,Las Vegas,Men's Apparel,60.0,60,360.0,252.0,Online,108.0,70.0
Foot Locker,1185732,2020-12-15,Midwest,Minnesota,Minneapolis,Women's Apparel,49.0,60,294.0,176.0,Online,118.0,59.863945578231295
Kohl's,1189833,2021-01-13,Midwest,Montana,Billings,Men's Apparel,48.0,60,288.0,204.0,Online,84.0,70.83333333333334
Foot Locker,1185732,2021-06-01,Midwest,Nebraska,Omaha,Women's Apparel,32.0,60,192.0,119.0,Online,73.0,61.979166666666664
Foot Locker,1185732,2021-07-28,Midwest,Nebraska,Omaha,Women's Street Footwear,39.0,60,234.0,115.0,Online,119.0,49.14529914529914
Amazon,1185732,2021-10-20,Northeast,Maine,Portland,Women's Street Footwear,29.0,60,174.0,92.0,Online,82.0,52.87356321839081
Amazon,1185732,2021-11-06,Northeast,Maine,Portland,Men's Athletic Footwear,48.0,60,288.0,144.0,Online,144.0,50.0
Amazon,1185732,2021-11-21,Northeast,Maine,Portland,Men's Apparel,53.0,60,318.0,121.0,Online,197.0,38.05031446540881
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Apparel,62.0,60,372.0,149.0,Online,223.0,40.053763440860216
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Men's Apparel,52.0,60,312.0,100.0,Online,212.0,32.05128205128205
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Women's Athletic Footwear,19.0,60,114.0,59.0,Online,55.0,51.75438596491229
Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Women's Street Footwear,14.0,60,84.0,42.0,Online,42.0,50.0
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Street Footwear,19.0,60,114.0,54.0,Online,60.0,47.368421052631575
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,60,270.0,122.0,Online,148.0,45.18518518518518
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Women's Street Footwear,27.0,60,162.0,65.0,Online,97.0,40.123456790123456
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Men's Apparel,49.0,60,294.0,135.0,Online,159.0,45.91836734693878
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Men's Apparel,46.0,60,276.0,166.0,Online,110.0,60.14492753623188
West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Women's Street Footwear,20.0,60,120.0,52.0,Online,68.0,43.333333333333336
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,38.0,60,228.0,107.0,Online,121.0,46.92982456140351
Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Women's Street Footwear,37.0,60,222.0,109.0,Online,113.0,49.0990990990991
Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Women's Street Footwear,39.0,60,234.0,117.0,Online,117.0,50.0
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41.0,60,246.0,125.0,Online,121.0,50.81300813008131
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Men's Apparel,50.0,60,300.0,132.0,Online,168.0,44.0
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Apparel,49.0,60,294.0,121.0,Online,173.0,41.156462585034014
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Men's Apparel,49.0,60,294.0,129.0,Online,165.0,43.87755102040816
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Street Footwear,41.0,60,246.0,108.0,Online,138.0,43.90243902439025
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Street Footwear,39.0,60,234.0,126.0,Online,108.0,53.84615384615385
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39.0,60,234.0,126.0,Online,108.0,53.84615384615385
Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Women's Street Footwear,29.0,60,174.0,66.0,Online,108.0,37.93103448275862
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Men's Apparel,58.0,60,348.0,157.0,Online,191.0,45.11494252873563
Foot Locker,1185732,2021-12-11,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,32.0,60,192.0,77.0,Outlet,115.0,40.10416666666667
Foot Locker,1185732,2021-12-24,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.0,60,258.0,119.0,Outlet,139.0,46.12403100775194
West Gear,1128299,2020-01-18,West,Nevada,Las Vegas,Men's Apparel,44.0,60,264.0,164.0,Outlet,100.0,62.121212121212125
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Apparel,44.0,60,264.0,69.0,Outlet,195.0,26.136363636363637
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Apparel,47.0,60,282.0,62.0,Outlet,220.0,21.98581560283688
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Apparel,46.0,60,276.0,97.0,Outlet,179.0,35.14492753623188
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,34.0,60,204.0,80.0,Outlet,124.0,39.21568627450981
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Apparel,26.0,60,156.0,69.0,Outlet,87.0,44.230769230769226
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Street Footwear,32.0,60,192.0,81.0,Outlet,111.0,42.1875
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,31.0,60,186.0,86.0,Outlet,100.0,46.236559139784944
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Street Footwear,23.0,60,138.0,44.0,Outlet,94.0,31.88405797101449
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Men's Apparel,39.0,60,234.0,66.0,Outlet,168.0,28.205128205128204
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Athletic Footwear,36.0,60,216.0,69.0,Outlet,147.0,31.944444444444443
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Men's Apparel,47.0,60,282.0,93.0,Outlet,189.0,32.97872340425532
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women's Street Footwear,52.0,60,312.0,103.0,Outlet,209.0,33.01282051282051
Foot Locker,1185732,2021-11-29,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,51.0,59,301.0,150.0,Online,151.0,49.83388704318937
Kohl's,1189833,2021-01-07,Midwest,Montana,Billings,Men's Apparel,48.0,59,283.0,204.0,Online,79.0,72.08480565371025
Amazon,1185732,2021-09-17,Northeast,Maine,Portland,Women's Apparel,57.0,59,336.0,175.0,Online,161.0,52.083333333333336
Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Men's Athletic Footwear,54.0,59,319.0,156.0,Online,163.0,48.90282131661442
West Gear,1128299,2021-01-10,Northeast,Maine,Portland,Women's Athletic Footwear,43.0,59,254.0,99.0,Online,155.0,38.976377952755904
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Street Footwear,50.0,59,295.0,112.0,Online,183.0,37.96610169491525
Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.0,59,136.0,68.0,Online,68.0,50.0
West Gear,1128299,2021-09-25,West,Oregon,Portland,Men's Apparel,58.0,59,342.0,181.0,Online,161.0,52.92397660818714
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Men's Athletic Footwear,41.0,59,242.0,119.0,Online,123.0,49.17355371900827
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,34.0,59,201.0,110.0,Online,91.0,54.72636815920397
Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,19.0,59,112.0,53.0,Online,59.0,47.32142857142857
Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Women's Street Footwear,29.0,59,171.0,74.0,Online,97.0,43.27485380116959
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,27.0,59,159.0,67.0,Online,92.0,42.138364779874216
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,37.0,59,218.0,116.0,Online,102.0,53.21100917431193
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Street Footwear,37.0,59,218.0,87.0,Online,131.0,39.908256880733944
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men's Apparel,59.0,59,348.0,212.0,Online,136.0,60.91954022988506
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,9.0,59,53.0,23.0,Online,30.0,43.39622641509434
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Apparel,37.0,59,218.0,109.0,Online,109.0,50.0
West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23.0,59,136.0,68.0,Online,68.0,50.0
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Apparel,33.0,59,195.0,78.0,Online,117.0,40.0
Foot Locker,1185732,2021-01-17,Northeast,Maryland,Baltimore,Men's Apparel,49.0,59,289.0,121.0,Online,168.0,41.86851211072664
Foot Locker,1185732,2021-04-14,Northeast,Delaware,Wilmington,Women's Street Footwear,27.0,59,159.0,88.0,Online,71.0,55.34591194968554
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Women's Street Footwear,24.0,59,142.0,75.0,Online,67.0,52.816901408450704
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Men's Apparel,55.0,59,325.0,143.0,Online,182.0,44.0
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Men's Apparel,51.0,59,301.0,114.0,Online,187.0,37.87375415282392
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,53.0,59,313.0,144.0,Online,169.0,46.00638977635783
Foot Locker,1185732,2021-08-09,Midwest,Illinois,Chicago,Men's Apparel,59.0,58,342.0,154.0,Online,188.0,45.02923976608187
Foot Locker,1185732,2021-12-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,53.0,58,307.0,166.0,Online,141.0,54.071661237785015
West Gear,1128299,2020-03-25,West,Colorado,Denver,Men's Apparel,43.0,58,249.0,155.0,Online,94.0,62.24899598393574
Foot Locker,1185732,2020-11-26,Midwest,Minnesota,Minneapolis,Men's Apparel,49.0,58,284.0,117.0,Online,167.0,41.19718309859155
Foot Locker,1185732,2020-12-11,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34.0,58,197.0,85.0,Online,112.0,43.14720812182741
Foot Locker,1185732,2021-07-25,Midwest,Nebraska,Omaha,Women's Apparel,53.0,58,307.0,191.0,Online,116.0,62.21498371335505
Amazon,1185732,2021-11-13,Northeast,Maine,Portland,Women's Street Footwear,42.0,58,244.0,124.0,Online,120.0,50.81967213114754
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Apparel,59.0,58,342.0,120.0,Online,222.0,35.08771929824561
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,38.0,58,220.0,110.0,Online,110.0,50.0
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Athletic Footwear,39.0,58,226.0,104.0,Online,122.0,46.017699115044245
West Gear,1128299,2021-02-24,West,Oregon,Portland,Women's Athletic Footwear,39.0,58,226.0,109.0,Online,117.0,48.23008849557522
West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Apparel,46.0,58,267.0,157.0,Online,110.0,58.80149812734082
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Apparel,51.0,58,296.0,121.0,Online,175.0,40.87837837837838
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Apparel,56.0,58,325.0,133.0,Online,192.0,40.92307692307692
Amazon,1185732,2021-02-22,Midwest,Ohio,Columbus,Men's Athletic Footwear,38.0,58,220.0,101.0,Online,119.0,45.909090909090914
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Women's Street Footwear,38.0,58,220.0,115.0,Online,105.0,52.27272727272727
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Men's Apparel,43.0,58,249.0,117.0,Online,132.0,46.98795180722892
Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,25.0,58,145.0,70.0,Online,75.0,48.275862068965516
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,32.0,58,186.0,93.0,Online,93.0,50.0
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,38.0,58,220.0,95.0,Online,125.0,43.18181818181818
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,27.0,58,157.0,66.0,Online,91.0,42.038216560509554
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Apparel,41.0,58,238.0,105.0,Online,133.0,44.11764705882353
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Men's Apparel,41.0,58,238.0,105.0,Online,133.0,44.11764705882353
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men's Apparel,44.0,58,255.0,115.0,Online,140.0,45.09803921568628
Sports Direct,1185732,2021-10-22,Northeast,Maryland,Baltimore,Men's Athletic Footwear,48.0,58,278.0,128.0,Online,150.0,46.043165467625904
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,32.0,58,186.0,91.0,Online,95.0,48.924731182795696
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38.0,58,220.0,121.0,Online,99.0,55.00000000000001
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Apparel,48.0,58,278.0,114.0,Online,164.0,41.007194244604314
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,37.0,58,215.0,112.0,Online,103.0,52.093023255813954
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Apparel,52.0,58,302.0,154.0,Online,148.0,50.993377483443716
Sports Direct,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Apparel,64.0,58,371.0,189.0,Online,182.0,50.943396226415096
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,48.0,58,278.0,153.0,Online,125.0,55.03597122302158
Amazon,1185732,2021-02-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,42.0,58,244.0,105.0,Online,139.0,43.0327868852459
Foot Locker,1185732,2021-11-05,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,29.0,58,168.0,76.0,Outlet,92.0,45.23809523809524
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Apparel,33.0,58,191.0,84.0,Outlet,107.0,43.97905759162304
